201634,ELETRICIDADE APLICADA                                                 ,6,B ,RENAN UTIDA FERREIRA
203866,DINÂMICA DOS FLUÍDOS                                                  ,5,B ,LUCIANO GONCALVES NOLETO
119458,PRÁTICA DE CIRCUITOS ELETRÔNICOS 2                                    ,2,B ,GIANCARLO SANTILLI
168009,TERMODINAMICA 1                                                       ,4,B ,MANUEL NASCIMENTO DIAS BARCELOS JUNIOR
193658,MATERIAIS DE CONSTRUÇÃO DE ENGENHARIA                                 ,4,B ,EMMANUEL PACHECO ROCHA LIMA
201391,MATERIAIS ELÉTRICOS E MAGNÉTICOS PARA ENGENHARIA                      ,4,B ,MARCUS VINICIUS BATISTUTA
208221,CIRCUITOS ELETRÔNICOS 3                                               ,4,B ,WELLINGTON AVELINO DO AMARAL
118991,TEORIA DE CIRCUITOS ELETRÔNICOS 1                                     ,4,B ,LUCIANO EMIDIO NEVES DA FONSECA
119148,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1                                    ,2,B ,LUIS FILOMENO DE JESUS FERNANDES
119466,PRÁTICA DE ELETRÔNICA DIGITAL 1                                       ,2,B ,MARIANA COSTA BERNARDES MATIAS
193682,FUNDAMENTOS DA TEORIA ELETROMAGNÉTICA                                 ,6,B ,GERARDO ANTONIO IDROBO PIZO
193704,ESTRUTURAS DE DADOS E ALGORITMOS                                      ,4,B ,NILTON CORREIA DA SILVA
193861,PROJETO INTEGRADOR DE ENGENHARIA 1                                    ,4,B ,DIOGO CAETANO GARCIA
199133,HUMANIDADES E CIDADANIA                                               ,4,B ,SANDRA MARIA FALEIROS LIMA
199176,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR                           ,6,B ,ENEIDA GONZALEZ VALDES
201626,GESTÃO DA PRODUÇÃO E QUALIDADE                                        ,4,B ,MARIO DE OLIVEIRA ANDRADE
203793,SISTEMAS DE CONTROLE                                                  ,4,B ,LUIS FILOMENO DE JESUS FERNANDES
198013,INTRODUÇÃO À ENGENHARIA                                               ,2,B ,EDGARD COSTA OLIVEIRA
208221,CIRCUITOS ELETRÔNICOS 3                                               ,4,B ,SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU
113042,CALCULO 2                                                             ,6,BB,RONNI GERALDO GOMES DE AMORIM
113051,CALCULO 3                                                             ,6,BB,LINDOMAR BOMFIM DE CARVALHO
113034,CALCULO 1                                                             ,6,BB,LEANDRO XAVIER CARDOSO
114626,QUIMICA GERAL TEORICA                                                 ,4,BB,PATRICIA REGINA SOBRAL BRAGA
114634,QUIMICA GERAL EXPERIMENTAL                                            ,2,BB,ROSEANY DE VASCONCELOS VIEIRA LOPES
113093,INTRODUCAO A ALGEBRA LINEAR                                           ,4,BB,TAIS CALLIERO TOGNETTI
163627,CONVERSÃO ELETROMECÂNICA DE ENERGIA                                   ,6,BB,FLÁVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA
168025,MAQUINAS TERMICAS                                                     ,5,BB,PAOLO GESSINI
208299,TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA                        ,5,BB,LOANA NUNES VELASCO
116301,COMPUTACAO BASICA                                                     ,6,BB,VANDOR ROBERTO VILARDI RISSOLI
119148,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1                                    ,2,C ,ADSON FERREIRA DA ROCHA
198013,INTRODUÇÃO À ENGENHARIA                                               ,2,C ,CRISTIANE SOARES RAMOS
199176,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR                           ,6,C ,THIAGO FELIPPE KURUDEZ CORDEIRO
195332,PROBABILIDADE E ESTATÍSTICA APLICADO A ENGENHARIA                     ,4,C ,YEVSEY YEHOSHUA SOBOLEVSKY
195413,MÉTODOS NUMÉRICOS PARA ENGENHARIA                                     ,4,C ,RAFAEL MORGADO SILVA
203734,MÉTODOS EXPERIMENTAIS PARA ENGENHARIA                                 ,4,C ,RODRIGO ARBEY MUNOZ MENESES
201634,ELETRICIDADE APLICADA                                                 ,6,C ,RENAN UTIDA FERREIRA
198005,ENGENHARIA E AMBIENTE                                                 ,4,C ,MARIA VITORIA DUARTE FERRARI
119466,PRÁTICA DE ELETRÔNICA DIGITAL 1                                       ,2,C ,LOURDES MATTOS BRASIL
193658,MATERIAIS DE CONSTRUÇÃO DE ENGENHARIA                                 ,4,C ,EMMANUEL PACHECO ROCHA LIMA
102512,ESTÁGIO SUPERVISIONADO                                                ,14,C ,MARCUS VINICIUS BATISTUTA
193321,ENGENHARIA ECONÔMICA                                                  ,4,C ,RICARDO MATOS CHAIM
193682,FUNDAMENTOS DA TEORIA ELETROMAGNÉTICA                                 ,6,C ,EBERTH DE ALMEIDA CORREA
193861,PROJETO INTEGRADOR DE ENGENHARIA 1                                    ,4,C ,JULIANA PETROCCHI RODRIGUES
195308,MECANICA DOS SÓLIDOS PARA ENGENHARIA                                  ,4,C ,SERGIO HENRIQUE DA SILVA CARNEIRO
198013,INTRODUÇÃO À ENGENHARIA                                               ,2,C ,RICARDO AJAX DIAS KOSLOSKI
201626,GESTÃO DA PRODUÇÃO E QUALIDADE                                        ,4,C ,MARIO DE OLIVEIRA ANDRADE
119458,PRÁTICA DE CIRCUITOS ELETRÔNICOS 2                                    ,2,C ,JOSE FELICIO DA SILVA
119482,TEORIA DE ELETRÔNICA DIGITAL 1                                        ,4,C ,RENATO VILELA LOPES
193682,FUNDAMENTOS DA TEORIA ELETROMAGNÉTICA                                 ,6,C ,GERARDO ANTONIO IDROBO PIZO
199133,HUMANIDADES E CIDADANIA                                               ,4,C ,SANDRA MARIA FALEIROS LIMA
114634,QUIMICA GERAL EXPERIMENTAL                                            ,2,CC,MARIA DEL PILAR HIDALGO FALLA
113034,CALCULO 1                                                             ,6,CC,RODRIGO ANDRES MIRANDA CERDA
118010,FISICA 1 EXPERIMENTAL                                                 ,2,CC,EBERTH DE ALMEIDA CORREA
113042,CALCULO 2                                                             ,6,CC,TATIANE DA SILVA EVANGELISTA
113093,INTRODUCAO A ALGEBRA LINEAR                                           ,4,CC,TAIS CALLIERO TOGNETTI
163627,CONVERSÃO ELETROMECÂNICA DE ENERGIA                                   ,6,CC,FLÁVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA
208175,PROJETO INTEGRADOR DE ENGENHARIA 2                                    ,6,D ,ALEX REIS
193658,MATERIAIS DE CONSTRUÇÃO DE ENGENHARIA                                 ,4,D ,EMMANUEL PACHECO ROCHA LIMA
201634,ELETRICIDADE APLICADA                                                 ,6,D ,LOANA NUNES VELASCO
119466,PRÁTICA DE ELETRÔNICA DIGITAL 1                                       ,2,D ,MARIANA COSTA BERNARDES MATIAS
119148,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1                                    ,2,D ,ADSON FERREIRA DA ROCHA
199176,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR                           ,6,D ,MATEUS RODRIGUES MIRANDA
193658,MATERIAIS DE CONSTRUÇÃO DE ENGENHARIA                                 ,4,D ,VOLKER FRANCO STEIER
193861,PROJETO INTEGRADOR DE ENGENHARIA 1                                    ,4,D ,SUZANA MOREIRA AVILA
102512,ESTÁGIO SUPERVISIONADO                                                ,14,D ,LOANA NUNES VELASCO
195413,MÉTODOS NUMÉRICOS PARA ENGENHARIA                                     ,4,D ,RICARDO RAMOS FRAGELLI
201626,GESTÃO DA PRODUÇÃO E QUALIDADE                                        ,4,D ,ALESSANDRO BORGES DE SOUSA OLIVEIRA
201634,ELETRICIDADE APLICADA                                                 ,6,D ,FLÁVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA
114634,QUIMICA GERAL EXPERIMENTAL                                            ,2,DD,FELIX MARTIN CARBAJAL GAMARRA
116301,COMPUTACAO BASICA                                                     ,6,DD,FABIO MACEDO MENDES
118010,FISICA 1 EXPERIMENTAL                                                 ,2,DD,EBERTH DE ALMEIDA CORREA
119466,PRÁTICA DE ELETRÔNICA DIGITAL 1                                       ,2,E ,LEONARDO AGUAYO
168203,FENOMENOS DE TRANSPORTE                                               ,5,E ,FELIPE CHAGAS STORTI
193658,MATERIAIS DE CONSTRUÇÃO DE ENGENHARIA                                 ,4,E ,VOLKER FRANCO STEIER
201634,ELETRICIDADE APLICADA                                                 ,6,E ,SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA
168203,FENOMENOS DE TRANSPORTE                                               ,5,E ,JHON NERO VAZ GOULART
193658,MATERIAIS DE CONSTRUÇÃO DE ENGENHARIA                                 ,4,E ,EMMANUEL PACHECO ROCHA LIMA
199176,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR                           ,6,E ,HIMILSYS HERNÁNDEZ GONZÁLEZ
201634,ELETRICIDADE APLICADA                                                 ,6,E ,FLÁVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA
208175,PROJETO INTEGRADOR DE ENGENHARIA 2                                    ,6,E ,SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU
